"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Kemba Walker",7500,"CHA@HOU 12/13/2017 09:30PM ET",38.552,"CHA"
"C","Hassan Whiteside",7400,"POR@MIA 12/13/2017 07:30PM ET",36.95,"MIA"
"C","DeAndre Jordan",7300,"LAC@ORL 12/13/2017 07:00PM ET",33.5,"LAC"
"SG/SF","Tyreke Evans",7300,"MEM@WAS 12/13/2017 07:00PM ET",33.259,"MEM"
"PG","Elfrid Payton",7200,"LAC@ORL 12/13/2017 07:00PM ET",27.987,"ORL"
"PG/SG","Jrue Holiday",7200,"MIL@NO 12/13/2017 08:00PM ET",34.473,"NO"
"PF/C","Al Horford",7100,"DEN@BOS 12/13/2017 07:30PM ET",35.139,"BOS"
"PG/SG","Donovan Mitchell",7000,"UTA@CHI 12/13/2017 08:00PM ET",29.639,"UTA"
"SG/SF","Will Barton",6900,"DEN@BOS 12/13/2017 07:30PM ET",31.135,"DEN"
"SF/PF","Otto Porter Jr.",6900,"MEM@WAS 12/13/2017 07:00PM ET",32.05,"WAS"
"C","Jusuf Nurkic",6900,"POR@MIA 12/13/2017 07:30PM ET",30.729,"POR"
"SG/SF","Khris Middleton",6800,"MIL@NO 12/13/2017 08:00PM ET",35.58,"MIL"
"PG/SG","Eric Bledsoe",6800,"MIL@NO 12/13/2017 08:00PM ET",32.986,"MIL"
"SF/PF","T.J. Warren",6700,"TOR@PHO 12/13/2017 09:00PM ET",30.536,"PHO"
"C","Clint Capela",6700,"CHA@HOU 12/13/2017 09:30PM ET",34.46,"HOU"
"PG/SG","CJ McCollum",6700,"POR@MIA 12/13/2017 07:30PM ET",33.2,"POR"
"C","Rudy Gobert",6600,"UTA@CHI 12/13/2017 08:00PM ET",32.406,"UTA"
"PF/C","Paul Millsap",6500,"DEN@BOS 12/13/2017 07:30PM ET",31.828,"DEN"
"SF/PF","Carmelo Anthony",6500,"OKC@IND 12/13/2017 07:00PM ET",31.98,"OKC"
"C","Steven Adams",6400,"OKC@IND 12/13/2017 07:00PM ET",29.761,"OKC"
"SG/SF","Jonathon Simmons",6400,"LAC@ORL 12/13/2017 07:00PM ET",23.232,"ORL"
"SG","Gary Harris",6300,"DEN@BOS 12/13/2017 07:30PM ET",27.771,"DEN"
"PG/SG","Kris Dunn",6300,"UTA@CHI 12/13/2017 08:00PM ET",29.727,"CHI"
